TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2018-12-23 14:34:53.584,0.9743194975025894,1.482150222363723,1.719985236506743,0,0.3735155116881865,1.074202968892821,1.171123740064608,0,1.065261609255217,0.7503783191692818,0.7618852758225325,0,0.7489462048326139,0.3091252345923139,0.02902739028023016,0,0.5209821273040395,-0.3861512842954095,0.1156417658321613,0,826.8131868131868,836.0805860805862,878.7912087912089,914.2490842490843,886.8498168498169,0.500488,0.089783,0.866638,0.725250,2.168274,2.803802,1,2,1,1,2,92.187500
2018-12-23 14:34:54.584,1.040665904718631,1.472938543080729,1.388546843977206,1.381775172747962,0.4112368435433574,1.106117197813982,0.9096795294810857,0.6248814404662706,0.7812815909325304,0.9473605885921561,1.096598132667783,1.016179724790164,0.7508535200957539,-0.03681240791245433,0.4848604345715807,1.050733863390709,0.7648710810938616,-0.6865355967180364,0.1280793135927625,0.7523809494364671,836.4835164835165,837.2893772893773,830.0366300366301,902.5641025641025,984.7619047619048,0.495605,0.090027,0.866760,0.672913,2.437439,3.065491,1,1,1,1,1,92.187500
2018-12-23 14:34:55.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:34:55.584,0.6027423468745512,0.4399718943191738,1.451472019369589,1.165579572544349,0.3999542308991664,0.006570415475283652,0.9845743801444833,0.5798262706980146,0.8233346453824556,0.4732007435392836,1.085919432579968,1.109813144509379,0.6794941370606362,-0.264036369970734,0.6127237581614362,1.119915075922433,0.7714174736107388,-0.5312756146929585,0.1614888078852295,0.8427917216107952,841.3186813186813,845.7509157509157,860.2564102564103,919.8901098901099,840.9157509157509,0.476868,0.096863,0.881104,0.007477,3.603821,2.355194,1,1,1,1,1,92.187500
2018-12-23 14:34:56.584,0.256686226143764,1.115630893715579,1.738943909677941,0.908410440625287,0.4331117640802599,0.5677195050502726,1.124588293668157,0.6033495448146249,0.2160713775840037,0.2932147810066077,0.8628375180004727,0.8268569170547013,0.6881066008776009,0.05770084633506809,0.188218209187809,1.206965117667643,0.7046603171006203,-0.1506552892894625,0.1084844785902062,0.9850911752640801,827.6190476190476,839.3040293040293,840.9157509157509,895.7142857142858,1019.010989010989,0.434875,0.137817,0.893494,1.106567,1.308441,-0.194397,1,1,1,1,1,92.187500
2018-12-23 14:34:57.586,0.9757732522191457,1.392810942713007,1.612374356888147,1.17988499918544,0.5322401032016726,0.6655308261211451,0.6116574148581014,1.313578867223986,0.9143125645160637,0.6749822385545566,0.4111331936851925,1.256593661178219,0.957413554926746,-0.004866642964802497,-0.09640234323303591,1.158944466133746,0.7347990755156608,-0.04330161105065608,-0.02066262226485048,0.9860691962163426,925.934065934066,788.5347985347986,847.3626373626374,994.8351648351648,907.8021978021978,0.449036,0.139221,0.879700,0.052338,2.115936,2.915955,1,1,1,1,1,92.171875
2018-12-23 14:34:57.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:34:58.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:34:58.584,1.12866688730507,1.353847499481414,1.131396804503323,0.8625315312746576,0.5212371730836657,1.121058603275443,0.8548198282380229,1.323718190208047,0.8706452117767619,1.075869529525723,0.6953322230451412,1.045420041858164,0.8131266816949164,-0.1889353454154878,-0.206286649034223,1.112607830187281,0.5891851672184517,-0.4185775038756131,-0.1367940847759098,0.9100625587875145,845.3479853479854,839.7069597069598,853.4065934065934,926.3369963369963,621.3186813186813,0.454102,0.138611,0.880554,0.194397,2.609406,3.730927,1,1,1,1,1,92.171875
2018-12-23 14:34:59.584,1.12866688730507,1.177837889485729,1.174748892731464,0.8625315312746576,0.5212371730836657,0.9339213443701991,0.7526675738298019,1.323718190208047,0.8706452117767619,1.075329374965849,0.6706966019755479,1.045420041858164,0.8131266816949164,-0.2911807832735055,-0.151647832546199,1.112607830187281,0.5891851672184517,-0.5115939707959091,-0.05031039041805694,0.9100625587875145,712.3809523809524,840.1098901098901,817.948717948718,920.2930402930403,848.974358974359,0.436768,0.137878,0.877380,0.418701,8.172150,1.510315,1,1,1,1,1,92.171875
2018-12-23 14:34:59.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:34:59.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:00.584,1.12866688730507,1.274188069492098,0.9235937267508589,0.8625315312746576,0.5212371730836657,0.7002286738455679,0.4403867872946294,1.323718190208047,0.8706452117767619,1.009848181458419,0.5195510308678267,1.045420041858164,0.8131266816949164,-0.284051498904222,-0.08472706915093267,1.112607830187281,0.5891851672184517,-0.3848674065354207,-0.02771533198286409,0.9100625587875145,866.7032967032967,880.8058608058608,805.0549450549451,799.4139194139194,888.0586080586081,0.121033,0.191223,1.002197,4.994507,12.934875,8.852539,1,2,1,1,2,92.171875
2018-12-23 14:35:01.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:01.584,1.12866688730507,1.872681054507237,0.8882888383983971,0.8625315312746576,0.5212371730836657,1.326331627334846,0.5032056895226529,1.323718190208047,0.8706452117767619,1.05651067174119,0.4690339336029427,1.045420041858164,0.8131266816949164,0.07902643188833604,-0.01765287616228902,1.112607830187281,0.5891851672184517,-0.1110402442037392,-0.0129652604842179,0.9100625587875145,848.5714285714286,850.989010989011,891.6849816849817,915.4578754578755,852.6007326007326,0.040771,0.164429,1.143127,-4.329071,1.368256,1.525269,1,2,1,1,2,92.171875
2018-12-23 14:35:02.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:02.584,1.12866688730507,2.016471776373392,0.8882888383983971,0.8625315312746576,0.5212371730836657,1.326466037484339,0.5032056895226529,1.323718190208047,0.8706452117767619,0.7578216082530779,0.4690339336029427,1.045420041858164,0.8131266816949164,-0.03347497700844422,-0.01765287616228902,1.112607830187281,0.5891851672184517,-0.2578634937772951,-0.0129652604842179,0.9100625587875145,832.0512820512821,819.96336996337,903.7728937728938,895.7142857142858,822.3809523809524,0.419312,0.100830,0.914368,0.471039,-0.964508,3.947754,1,2,1,1,2,92.171875
2018-12-23 14:35:03.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:03.584,1.12866688730507,1.554246051756314,1.688219376587673,0.8625315312746576,0.5212371730836657,0.9584189325654793,0.7351345462474579,1.323718190208047,0.8706452117767619,0.4992963982950469,0.2366803515205826,1.045420041858164,0.8131266816949164,-0.2562413701335167,-0.2451768398592036,1.112607830187281,0.5891851672184517,-0.561196424582841,-0.5789843771193905,0.9100625587875145,788.1318681318681,840.1098901098901,920.6959706959707,765.9706959706959,759.1208791208792,0.415283,0.116150,0.903259,1.106567,2.766418,2.766418,1,2,1,1,2,92.171875
2018-12-23 14:35:03.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:04.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:04.584,1.12866688730507,0.4278156573453472,1.701761400085188,0.8625315312746576,0.5212371730836657,0.1807241861400581,0.8213533718584184,1.323718190208047,0.8706452117767619,0.1162411284582605,0.2262971729141028,1.045420041858164,0.8131266816949164,-0.2835711459363618,-0.2051631795043852,1.112607830187281,0.5891851672184517,-0.6064781686061016,-0.4009809576391418,0.9100625587875145,784.1025641025641,836.4835164835165,884.4322344322345,750.6593406593407,840.1098901098901,0.339294,0.135437,0.937683,0.463562,13.458252,-4.605713,1,2,1,1,2,92.171875
2018-12-23 14:35:05.584,1.12866688730507,0.6302527941351895,2.027649263880977,0.8625315312746576,0.5212371730836657,-0.02348474511394863,0.7129975680291921,1.323718190208047,0.8706452117767619,0.02204325160903562,0.8567858400414409,1.045420041858164,0.8131266816949164,-0.3488679576664087,-0.08278877866261392,1.112607830187281,0.5891851672184517,-0.5917286468095475,-0.2338499603859273,0.9100625587875145,808.6813186813187,848.1684981684982,826.007326007326,844.1391941391942,879.5970695970697,0.245605,0.158691,0.953979,-1.024323,2.302856,4.089813,1,2,1,1,2,92.171875
2018-12-23 14:35:06.592,1.78497474291482,0.4974759972581468,2.059696267818351,0.8625315312746576,0.5424997939374335,0.04199256106447324,0.7044026605413967,1.323718190208047,1.395372013076598,0.2538659056803123,1.058659842772427,1.045420041858164,0.9015025140578387,0.07288846627800029,0.06427588547554101,1.112607830187281,0.7559357310712879,-0.1239794471165535,-0.1729000556628456,0.9100625587875145,789.7435897435897,832.0512820512821,856.2271062271062,790.952380952381,860.6593406593407,0.237122,0.174622,0.953186,0.059814,2.385101,3.229980,1,1,1,1,1,92.171875
2018-12-23 14:35:07.588,1.405618071094484,0.2378997347113428,0.6363849021355568,0.8625315312746576,0.8976999064003303,-0.1587812246997741,-0.2738666832903129,1.323718190208047,1.134356247535514,0.3371624857625667,0.2233919938425929,1.045420041858164,0.7980234068239301,-0.08670350257405326,-0.1011725181756248,1.112607830187281,0.73814599586258,-0.3082049423583509,-0.4774575045804873,0.9100625587875145,810.2930402930403,833.2600732600733,854.6153846153846,739.7802197802198,866.7032967032967,0.250061,0.170776,0.952148,0.014954,2.250519,2.975769,1,1,1,1,1,92.156250
2018-12-23 14:35:08.586,1.068748898650603,0.07939082266789314,-0.01778211980064189,1.39655440769198,0.7750470265557515,-0.2977507591317478,-0.2482425461325539,0.9979532749182709,1.496594847468041,0.2896897456764978,0.05008969617251853,1.533094988696363,0.8779196195739184,-0.2132958656199094,-0.1819928212941287,1.021881930997698,0.6580938306183347,-0.4449756533505487,-0.5391951895377241,0.6186482940255411,809.4871794871796,838.901098901099,848.974358974359,732.5274725274726,862.2710622710623,0.252625,0.172241,0.949707,0.097198,2.205658,2.758942,1,1,1,1,1,92.156250
2018-12-23 14:35:09.593,0.8002805118963937,-0.1169437367036178,0.2281429947998906,1.407701396816952,0.4409688794728277,-0.5535489779872036,-0.5008865982784706,1.033305611783706,1.496591077073062,0.1654686599448441,-0.06469775876872276,1.481294824609427,0.8583945220334815,-0.3764039474058867,-0.3872445782015353,0.8986648778955251,0.6429406094302471,-0.5678630728884625,-0.5311452388970401,0.7774306668637114,833.2600732600733,844.5421245421246,845.3479853479854,748.2417582417582,800.2197802197802,0.262390,0.165955,0.950928,-0.157013,2.183228,2.818756,1,1,1,1,1,92.156250
2018-12-23 14:35:10.584,1.181963217679662,0.7958909452791828,0.6925232636503161,1.108604080179764,0.4651646277982388,-0.03687306905249966,-0.4560752984451985,0.9295720182706989,1.24656762764345,-0.137076261269012,0.02069219899209995,1.661383092446199,0.8027490399352142,-0.22058654852417,-0.2882590313267677,0.9579361204717727,0.6782127814713741,-0.6415171755345938,-0.3791078741265445,0.7869213614261295,817.1428571428571,839.3040293040293,859.047619047619,802.6373626373627,787.3260073260074,0.265564,0.167603,0.942322,0.037384,2.676697,3.244934,1,1,1,1,1,92.156250
2018-12-23 14:35:11.585,1.043341801815923,0.5920353274380034,0.6454138698008657,1.432597690723508,0.2773409594159952,-0.1632997035389925,-0.3966235060659613,0.8022148796116931,0.7904281012372635,-0.08570746119557295,0.1073110075880358,1.533280397299037,0.7015314906393653,-0.3044936208157056,-0.3007640744966673,0.9909015185268735,0.6585199834693248,-0.6830902217055931,-0.3817786017022107,0.606540386858798,830.0366300366301,835.6776556776557,861.8681318681319,802.2344322344322,825.2014652014652,0.270996,0.163879,0.947754,0.643005,2.205658,3.357086,1,1,1,1,1,92.156250
2018-12-23 14:35:12.597,0.6449085103724436,-0.249926770551499,0.1181947961132985,1.278093998945906,0.06273973668372843,-0.7657578183722837,-0.5456526836841171,0.7102413019313106,0.5542262377026691,0.09250743774496953,-0.3163786117007886,1.166047952551583,0.4831034559102163,-0.3622531758188806,-0.2476966272027029,0.8524903073132,0.5174567123497633,-0.6636964732734736,-0.4766145263564087,0.5199113579971729,832.4542124542124,842.9304029304029,857.8388278388279,743.0036630036631,834.4688644688645,0.269043,0.161072,0.946045,-0.112152,3.125305,3.454285,1,1,1,1,1,92.156250
2018-12-23 14:35:13.586,1.665600112709286,0.7907958364643402,0.138094212328613,1.180119716909459,0.6900222186277097,0.05036525335719268,-0.3965513171370377,0.9616220871621484,0.6086719608439325,0.1907685094661336,-0.2142096436271296,1.479812598368049,0.6231793412509964,-0.4090885379685051,-0.3085159229134671,0.801541476013124,0.4611201250037388,-0.6696887067342818,-0.3382091392339333,0.463607939009421,834.0659340659341,838.901098901099,859.4505494505495,740.5860805860806,838.4981684981685,0.276794,0.163635,0.946167,0.538330,2.362671,3.446808,1,1,1,1,1,92.156250
2018-12-23 14:35:14.584,1.61434024435483,0.8645450370549866,0.7168895228685302,1.535423388043039,0.65895741337849,0.1861477764113528,0.1885884859331932,1.296116108061503,0.5793809052072524,0.1984752533444282,-0.2333567929762801,1.479812598368049,0.6552938733808757,-0.416510452383433,-0.2069933868255659,1.018916356189392,0.3249756007295597,-0.601094711685825,-0.2566335800104843,0.62126049922664,846.1538461538462,841.3186813186813,855.4212454212454,782.0879120879121,948.0952380952381,0.313477,0.155090,0.933411,0.157013,0.583191,4.456177,1,1,1,1,1,92.156250
2018-12-23 14:35:15.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:15.584,0.5703374123124244,0.5039219991065472,1.103417177763579,1.296182944086271,0.1686551329132638,0.008179159437985622,0.3003573616787383,0.9461697760436742,0.5015014135415271,0.1394353072249506,0.006986550457963847,0.9080229707328943,0.5936217007821993,-0.3706486322115172,-0.2173434059986674,0.7395532262855311,0.4552838271456037,-0.5459585502674336,-0.2196053243437176,0.5342055405567465,847.7655677655678,841.3186813186813,927.948717948718,757.9120879120879,881.6117216117217,0.322266,0.155212,0.931396,0.052338,1.899109,3.588867,1,1,1,1,1,92.156250
2018-12-23 14:35:16.584,0.6516218517969241,0.5113707269725378,1.513916635688091,1.109814159125034,0.193611188661728,0.2308834870537876,0.2805687977895623,0.5416478958632506,0.5578635334835097,-0.118586592981552,0.1318905561650253,0.509833743568412,0.4064511376617617,-0.4590427949555943,-0.1755062212761371,0.5800239808812113,0.3452814195585833,-0.6913898062127628,-0.3473366878131908,0.5751472958613061,844.5421245421246,841.3186813186813,883.2234432234433,754.2857142857143,830.4395604395604,0.313721,0.152710,0.935608,0.112152,3.701019,2.908478,1,1,1,1,1,92.156250
2018-12-23 14:35:17.584,0.2997633346910163,0.2256178465086305,1.475106313419942,0.9526200619209952,0.221365400185956,-0.2264624569790913,0.1119448460820777,0.7125977067846816,0.5464964404815041,-0.1696650572701484,-0.04993837871274925,0.7933394148045065,0.268452052401262,-0.4970794371182679,-0.07072057509529585,0.6104770362924689,0.4270090187384862,-0.599823847003894,-0.057207274891267,0.6294431647175794,837.2893772893773,850.5860805860806,945.6776556776557,752.2710622710623,833.2600732600733,0.296692,0.141479,0.913269,-0.209351,19.678955,-2.115936,1,1,1,1,1,92.125000
2018-12-23 14:35:18.592,0.2381310046083722,-0.05960761004191332,1.512062146062464,1.229312388851621,0.3157068550758163,-0.4663778617127387,0.6067607097053809,0.8421507912109615,0.603725509485357,0.2454319025220451,-0.135788421693816,0.8120087690272455,0.6186919878169973,-0.3537594005044947,0.1021080784480686,0.7366746716270605,0.5478743868739727,-0.48937776537136,0.2288720923456258,0.5469690006961191,728.4981684981685,843.3333333333334,24.57875457875458,789.3406593406594,841.3186813186813,0.070679,0.177246,0.981201,-4.134674,91.082458,9.360962,1,1,1,1,1,92.125000
2018-12-23 14:35:18.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:19.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:19.584,0.3172151135397449,0.5871861350276979,1.438933288539986,1.299895416484251,0.3500787836259647,-0.09184397503681513,0.716461260381232,0.8332254553227643,0.5229640995667429,0.4817801866474487,-0.145810577523441,0.8095439888111495,0.6329590371613196,0.06373612977340752,0.1401905627376742,0.7518276962457714,0.5517238174375619,-0.2632907610331101,0.2677858332666523,0.5461036254365291,859.4505494505495,778.8644688644689,868.3150183150184,770.8058608058608,1650,0.207397,0.098938,0.927795,1.899109,-74.169922,-12.890015,1,1,1,1,1,92.125000
2018-12-23 14:35:20.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:20.584,0.3464471559827666,0.9060447710222785,1.438933288539986,1.299895416484251,0.3629602185193513,0.1742561655574185,0.716461260381232,0.8332254553227643,0.4374534497083203,0.4657722537668121,-0.145810577523441,0.8095439888111495,0.5855114670879465,0.3354038719310473,0.1401905627376742,0.7518276962457714,0.5345585250858075,-0.06457709790273827,0.2677858332666523,0.5461036254365291,836.8864468864469,834.8717948717949,1053.663003663004,755.8974358974359,470.6227106227107,0.471191,0.118042,0.881409,-0.164490,1.233673,4.007568,1,1,1,1,1,92.125000
2018-12-23 14:35:20.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:21.584,0.3464471559827666,0.8911627649475271,1.438933288539986,1.299895416484251,0.3629602185193513,0.2580035823859306,0.716461260381232,0.8332254553227643,0.4374534497083203,0.4849719332079798,-0.145810577523441,0.8095439888111495,0.5855114670879465,0.415325360338262,0.1401905627376742,0.7518276962457714,0.5345585250858075,-0.001173236775441771,0.2677858332666523,0.5461036254365291,819.5604395604396,839.7069597069598,979.5238095238095,806.2637362637363,672.0879120879121,0.464478,0.111084,0.874390,0.343933,2.542114,3.588867,1,2,1,1,2,92.125000
2018-12-23 14:35:21.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:22.584,0.3464471559827666,0.7691555875525049,2.129036991734626,1.299895416484251,0.3629602185193513,0.3922502669862251,1.249595172747653,0.8332254553227643,0.4374534497083203,0.3454799862967897,0.8807081255836218,0.8095439888111495,0.5855114670879465,-0.09040548105931422,0.4850232685258065,0.7518276962457714,0.5345585250858075,-0.3265482950580168,-0.5056793468626056,0.5461036254365291,832.8571428571429,837.6923076923077,926.3369963369963,736.1538461538462,684.5787545787546,0.472290,0.115723,0.876831,-0.164490,3.013153,2.691650,1,2,1,1,2,92.125000
2018-12-23 14:35:22.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:23.591,0.3464471559827666,1.348947532884858,2.015411527242483,1.299895416484251,0.3629602185193513,0.7919420548240881,0.955903084122609,0.8332254553227643,0.4374534497083203,0.4688200733080027,0.7642682655746268,0.8095439888111495,0.5855114670879465,-0.2560174327898252,0.1161976972199409,0.7518276962457714,0.5345585250858075,-0.5267273540616086,-0.2486252087034866,0.5461036254365291,854.6153846153846,840.5128205128206,899.7435897435897,852.6007326007326,966.6300366300367,0.476929,0.110413,0.875549,0.628052,2.302856,3.558960,1,2,1,1,2,92.125000
2018-12-23 14:35:24.592,0.4388586849660238,1.251958394140425,1.731244247472449,1.299895416484251,0.0868558554297779,0.6536851452740051,0.5892265355363583,0.8332254553227643,0.3098498500893289,0.4688200733080027,0.490354685557527,0.8095439888111495,0.6117371806457632,-0.3020266285650149,-0.1551938758943909,0.7518276962457714,0.459033428760636,-0.5214184347303641,-0.04818688970608687,0.5461036254365291,821.1721611721612,840.5128205128206,906.1904761904763,786.5201465201466,833.2600732600733,0.488159,0.108704,0.866089,-0.179443,2.302856,2.758942,1,1,1,1,1,92.125000
2018-12-23 14:35:25.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:25.584,0.4541413752074737,0.6140326999595781,1.043191349803013,1.299895416484251,0.1358457099337705,0.4753368321089262,0.2832215935810318,0.8332254553227643,0.3326387686686322,0.2622464854571016,0.1619494629886185,0.8095439888111495,0.6532853892368112,-0.4460215230856472,-0.1478795778451154,0.7518276962457714,0.3966182519288343,-0.5807460680687621,0.03449248039274667,0.5461036254365291,842.9304029304029,844.9450549450549,894.5054945054945,771.6117216117216,816.7399267399268,0.487366,0.104736,0.870239,0.314026,3.080444,2.758942,1,1,1,1,1,92.125000
2018-12-23 14:35:26.585,0.9307846062089559,0.729646586796441,1.514202427245337,1.299895416484251,-0.0255065865966341,0.5169669637711632,0.9990280141038629,0.8332254553227643,0.07912432070264963,0.2604786417813766,0.5011750259917337,0.8095439888111495,0.5157705853429619,-0.4781652555807271,0.08153253456457951,0.7518276962457714,0.535911605235052,-0.5064537605560897,0.7301488302190411,0.5461036254365291,828.021978021978,850.1831501831502,915.4578754578755,819.1575091575091,839.3040293040293,0.469421,0.101318,0.869507,0.231781,3.252411,2.781372,1,1,1,1,1,92.125000
2018-12-23 14:35:26.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:27.584,0.9292588727569697,0.7806300531457376,1.512728124881523,1.299895416484251,-0.01417679646616252,0.3224338287083385,0.9974474986727622,0.8332254553227643,0.2286829506789614,0.243898291726769,0.5467655143624777,0.8095439888111495,0.4555364358705662,-0.3704171019040632,0.1164295556279549,0.7518276962457714,0.5177666092060185,-0.402756281521663,0.7358020672152955,0.5461036254365291,842.1245421245421,842.5274725274726,825.6043956043957,832.0512820512821,1014.578754578755,0.488770,0.115906,0.874878,-0.216827,1.958923,1.921539,1,1,1,1,1,92.109375
2018-12-23 14:35:28.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:28.588,0.9711271237670683,0.8813066997219314,1.448930180543142,1.299895416484251,0.5303683519618754,0.4192357798335581,1.074989772180884,0.8332254553227643,0.341831738891305,0.2511190142831,0.5224216019095401,0.8095439888111495,0.6578757595032282,-0.2100545435576477,0.172050314435903,0.7518276962457714,0.6883177038142124,-0.1421155120705474,0.7573139702976394,0.5461036254365291,946.4835164835165,827.6190476190476,812.3076923076924,896.9230769230769,831.6483516483516,0.485107,0.113953,0.870300,0.246735,2.183228,3.170166,1,1,1,1,1,92.109375
2018-12-23 14:35:28.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2018-12-23 14:35:29.586,0.9711271237670683,1.449587859463848,1.448930180543142,1.299895416484251,0.5303683519618754,0.8243958022036783,1.074989772180884,0.8332254553227643,0.341831738891305,0.3869782453920469,0.5224216019095401,0.8095439888111495,0.6578757595032282,-0.262634773046204,0.172050314435903,0.7518276962457714,0.6883177038142124,-0.4808428262364537,0.7573139702976394,0.5461036254365291,824.3956043956044,843.3333333333334,841.3186813186813,863.0769230769231,939.6336996336996,0.479004,0.119507,0.866699,0.366364,3.065491,2.467346,1,1,1,1,1,92.109375
2018-12-23 14:35:30.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
